episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
40,33.0,4.05913534774836,-0.23407105105928108,-22.39424664106922,-15.0,0.5,2,1.802,False,False,2.731244594228936,5,59.14794013245511,148.014,in_progress,0.0
40,34.0,4.110632577959802,-0.24817775767798886,-20.833387329178613,30.0,0.4,8,1.4420000000000002,False,False,2.812472045419912,6,59.14794013245511,148.046,in_progress,0.0
40,35.0,4.155813230751884,-0.25902232979632905,-19.456841404877093,-15.0,1.5,3,1.8006666666666666,False,False,2.8842103754591055,6,59.14794013245511,148.148,in_progress,0.0
40,36.0,4.211814400061048,-0.2707625664057856,-17.745675165129704,30.0,1.0,9,0.001,True,False,2.9736562943483493,6,59.14794013245511,148.223,off_track,0.0
41,1.0,5.133977364027857,1.218929270731866,50.5999008041963,-30.0,1.0,1,0.0,False,True,0.23665692953148965,10,59.14794013245511,148.353,prepare,0.0
41,2.0,5.134056523195991,1.2188138245310731,50.561216788072784,0.0,3.8,5,8.12,False,True,0.23658250342789774,10,59.14794013245511,148.425,in_progress,0.0
41,3.0,5.139072357688756,1.222854401318717,49.93428735999439,-15.0,1.5,3,8.033333333333333,False,True,0.24715242006462038,10,59.14794013245511,148.49,in_progress,0.0
41,4.0,5.15133897059893,1.2424266849364554,50.68970747066025,0.0,3.8,5,8.12,False,True,0.2860466238075385,10,59.14794013245511,148.556,in_progress,0.0
41,5.0,5.1706624246042265,1.2720990866542181,51.504381267211116,15.0,1.3,7,8.12,False,True,0.34575529548498407,11,59.14794013245511,148.616,in_progress,0.0
41,6.0,5.19661287057911,1.3173257243722198,53.250863488579476,-30.0,0.4,0,6.402,False,True,0.4331804820170114,11,59.14794013245511,148.696,in_progress,0.0
41,7.0,5.223532113526157,1.3629449749795746,54.66199077909142,30.0,0.4,8,6.402,False,True,0.5221251877446348,11,59.14794013245511,148.75,in_progress,0.0
41,8.0,5.243729739908793,1.4014105372579724,56.045365433451174,-15.0,0.5,2,8.1,False,True,0.5958777691406667,11,59.14794013245511,148.813,in_progress,0.0
41,9.0,5.261243819856585,1.4390586250729205,57.58438735674918,0.0,1.9,10,8.95,False,True,0.6650068729021991,11,59.14794013245511,148.888,in_progress,0.0
41,10.0,5.28773515179413,1.4903807649749707,58.717268694465105,15.0,0.5,6,8.1,False,True,0.7617793523404859,11,59.14794013245511,148.953,in_progress,0.0
41,11.0,5.30693882224123,1.5362523186300305,60.432625023620666,0.0,1.9,10,9.9,False,True,0.8439382973011201,11,59.14794013245511,149.014,in_progress,0.0
41,12.0,5.328708114729182,1.5912970539128972,62.34125803683462,0.0,3.8,5,9.9,False,True,0.9412917479710785,12,59.14794013245511,149.082,in_progress,0.0
41,13.0,5.355962039688192,1.655117278945243,63.67234325173066,-30.0,0.4,0,6.4959999999999996,False,True,1.0561175898028532,12,59.14794013245511,149.159,in_progress,0.0
41,14.0,5.389566385234268,1.7212413410068261,63.14553265971068,-15.0,1.5,3,8.12,False,True,1.186347418628432,12,59.14794013245511,149.225,in_progress,0.0
41,15.0,5.426648214830758,1.7901446211432919,62.6438161726289,0.0,1.9,10,9.9,False,True,1.318284253660322,12,59.14794013245511,149.283,in_progress,0.0
41,16.0,5.461195267494056,1.8651582370985886,63.39764044398045,0.0,0.7,4,8.12,False,True,1.4566335214215993,13,59.14794013245511,149.358,in_progress,0.0
41,17.0,5.492974805809118,1.9385746106224415,64.52907498466203,-30.0,0.4,0,5.760000000000001,False,True,1.5901918921993121,13,59.14794013245511,149.422,in_progress,0.0
41,18.0,5.527327063296867,2.010495236734335,64.47390009665341,-30.0,0.4,0,5.7,False,True,1.7372798868796988,13,59.14794013245511,149.487,in_progress,0.0
41,19.0,5.562120392426119,2.062724521478439,62.40897257564548,-30.0,1.0,1,5.6008000000000004,False,True,1.842978065766332,13,59.14794013245511,149.559,in_progress,0.0
41,20.0,5.599699027546422,2.108912663026015,59.70022311647634,-30.0,0.4,0,6.5,False,True,1.9419738463467604,14,59.14794013245511,149.619,in_progress,0.0
41,21.0,5.640510312521076,2.149017419474089,56.23065219130842,0.0,0.7,4,8.35,False,True,2.0345674014641406,14,59.14794013245511,149.687,in_progress,0.0
41,22.0,5.683222201260459,2.1867274639480705,52.88997897757527,30.0,0.4,8,6.5,False,True,2.134550668287269,14,59.14794013245511,149.759,in_progress,0.0
41,23.0,5.715362661687237,2.2207558048220446,51.69687592098302,15.0,1.3,7,9.3,False,True,2.2090482717546935,14,59.14794013245511,149.82,in_progress,0.0
41,24.0,5.746915674318312,2.259619387467623,51.52656832119447,30.0,1.0,9,6.4959999999999996,False,True,2.2906356303995774,14,59.14794013245511,149.889,in_progress,0.0
41,25.0,5.787281395264228,2.3107331985003463,51.531740686636326,30.0,0.4,8,6.5,False,True,2.3971716734795976,15,59.14794013245511,149.953,in_progress,0.0
41,26.0,5.816923179682934,2.357756207537026,52.95946685101882,-30.0,1.0,1,6.4008,False,True,2.4900990047806064,15,59.14794013245511,150.026,in_progress,0.0
41,27.0,5.845594460296869,2.405574832376553,54.31632175943774,-30.0,0.4,0,6.402,False,True,2.5836002455140354,15,59.14794013245511,150.091,in_progress,0.0
41,28.0,5.878687527626214,2.451651327364775,54.25805417573116,15.0,1.3,7,8.65,False,True,2.6764432880048314,15,59.14794013245511,150.154,in_progress,0.0
41,29.0,5.917684269463257,2.502849243893654,53.820314091563105,15.0,0.5,6,8.25,False,True,2.7806126935238997,15,59.14794013245511,150.217,in_progress,0.0
41,30.0,5.951123880835003,2.550292137420696,53.89678133391965,30.0,0.4,8,6.4959999999999996,False,True,2.875544792971592,15,59.14794013245511,150.288,in_progress,0.0
41,31.0,5.975836809625365,2.5985782083577416,55.90188463935047,30.0,1.0,9,6.4959999999999996,False,True,2.966644085202008,16,59.14794013245511,150.347,in_progress,0.0
41,32.0,5.99577885205588,2.6487354197514845,58.55404801797029,-30.0,1.0,1,6.4008,False,True,3.057881078063733,16,59.14794013245511,150.403,in_progress,0.0
41,33.0,6.015692268934401,2.701749990268408,60.910911339271436,-30.0,0.4,0,6.402,False,True,3.150618520587127,16,59.14794013245511,150.491,in_progress,0.0
41,34.0,6.040314968190754,2.7569661592099144,62.07833440718416,-30.0,0.4,0,6.402,False,True,3.2523635379419464,16,59.14794013245511,150.557,in_progress,0.0
41,35.0,6.066149383080957,2.804952864953026,61.99441511527128,30.0,0.4,8,6.4959999999999996,False,True,3.3431719345553446,16,59.14794013245511,150.619,in_progress,0.0
41,36.0,6.082233486116263,2.841017279043902,62.691014947599406,15.0,1.3,7,9.3,False,True,3.4096276107430183,17,59.14794013245511,150.693,in_progress,0.0
41,37.0,6.0993772574611125,2.8883971071831853,64.17630598486441,-30.0,0.4,0,6.402,False,True,3.49479054318447,17,59.14794013245511,150.758,in_progress,0.0
41,38.0,6.116981508961864,2.930901048263897,64.87641771118892,0.0,0.7,4,8.12,False,True,3.572385490928172,17,59.14794013245511,150.822,in_progress,0.0
41,39.0,6.138074675271812,2.9750102022389577,64.7491609133791,30.0,1.0,9,6.440000000000001,False,True,3.6512157743219307,17,59.14794013245511,150.888,in_progress,0.0
41,40.0,6.161936814707412,3.035165610500037,65.72965416789827,-30.0,1.0,1,6.4008,False,True,3.760301018946799,17,59.14794013245511,150.952,in_progress,0.0
41,41.0,6.1776758518720385,3.0855130761660883,67.20057922488951,-30.0,0.4,0,6.402,False,True,3.8494841972607925,17,59.14794013245511,151.018,in_progress,0.0
41,42.0,6.197484674725895,3.1324589141311954,67.23456562860702,-15.0,0.5,2,8.1,False,True,3.9352086739581806,18,59.14794013245511,151.096,in_progress,0.0
41,43.0,6.219428205820689,3.177535965825367,66.63145920448389,-30.0,0.4,0,6.402,False,True,4.018982429771555,18,59.14794013245511,151.161,in_progress,0.0
41,44.0,6.242979128108791,3.2176229221646793,65.31842071895565,-15.0,1.5,3,7.033333333333333,False,True,4.095500754617769,18,59.14794013245511,151.224,in_progress,0.0
41,45.0,6.271000515003657,3.2605568903408177,63.58070160352568,0.0,3.8,5,7.0131578947368425,False,True,4.1749434743999085,18,59.14794013245511,151.29,in_progress,0.0
41,46.0,6.313575414183676,3.322934292594579,61.30654795657285,15.0,0.5,6,7.12,False,True,4.29625248776505,18,59.14794013245511,151.354,in_progress,0.0
41,47.0,6.359646060954374,3.405031764445919,61.31217411610409,-30.0,1.0,1,5.6008000000000004,False,True,4.451230935694908,19,59.14794013245511,151.403,in_progress,0.0
41,48.0,6.377453989015415,3.438066938435494,61.38467426456837,15.0,1.3,7,7.12,False,True,4.513249486496876,19,59.14794013245511,151.482,in_progress,0.0
41,49.0,6.416123709267477,3.510857874556615,61.60573894293943,-15.0,1.5,3,7.000666666666667,False,True,4.649636175900869,19,59.14794013245511,151.554,in_progress,0.0
41,50.0,6.452432933731321,3.5781306369703345,61.562811396452815,0.0,0.7,4,7.071428571428571,False,True,4.770203134189879,19,59.14794013245511,151.616,in_progress,0.0
41,51.0,6.492558193288828,3.647523099936042,60.92582666560675,-30.0,1.0,1,5.6008000000000004,False,True,4.901211449347325,19,59.14794013245511,151.664,in_progress,0.0
41,52.0,6.528488932585914,3.705405413720269,60.19547886778692,30.0,0.4,8,5.7,False,True,5.011580983052781,20,59.14794013245511,151.753,in_progress,0.0
41,53.0,6.565251711438785,3.7594511660848253,59.012170926843275,-15.0,1.5,3,5.500666666666667,False,True,5.116060387631884,20,59.14794013245511,151.823,in_progress,0.0
41,54.0,6.609582202285788,3.8209561549993984,57.49661088593767,30.0,1.0,9,4.800000000000001,False,True,5.229982304618005,20,59.14794013245511,151.888,in_progress,0.0
41,55.0,6.643195981892432,3.8672055218485077,56.676719789154156,0.0,0.7,4,5.501428571428572,False,True,5.319926302204959,20,59.14794013245511,151.954,in_progress,0.0
41,56.0,6.683170824867691,3.9268865244562328,56.560855025102555,-30.0,0.4,0,4.402,False,True,5.434549943573813,21,59.14794013245511,152.021,in_progress,0.0
41,57.0,6.720636209001246,3.9715445001085357,55.016588314812815,-30.0,1.0,1,4.4008,False,True,5.523522069384181,21,59.14794013245511,152.08,in_progress,0.0
41,58.0,6.764278558122352,4.012072194326132,52.07669887930866,30.0,0.4,8,4.402,False,True,5.608352726633805,21,59.14794013245511,152.153,in_progress,0.0
41,59.0,6.807248682988692,4.050736889780292,49.31497776301914,-30.0,1.0,1,4.4008,False,True,5.682432105780344,21,59.14794013245511,152.217,in_progress,0.0
41,60.0,6.845839370045771,4.083715004981643,47.47320274440673,-15.0,1.5,3,5.500666666666667,False,True,5.750663039682616,21,59.14794013245511,152.286,in_progress,0.0
41,61.0,6.894709069703943,4.122851847870128,45.320706897232874,15.0,1.3,7,5.50076923076923,False,False,5.834655374228653,21,59.14794013245511,152.355,in_progress,0.0
41,62.0,6.958214394167822,4.171701409744597,42.95115277329696,-30.0,1.0,1,1.4408,False,False,5.940505261731165,22,59.14794013245511,152.416,in_progress,0.0
41,63.0,7.016540578332557,4.2178268140433905,41.614442777058635,15.0,0.5,6,1.802,False,False,6.0397907492230285,22,59.14794013245511,152.489,in_progress,0.0
41,64.0,7.075270871489488,4.258455756525285,39.63447892472655,15.0,0.5,6,1.802,False,False,6.130215888231601,22,59.14794013245511,152.555,in_progress,0.0
41,65.0,7.124712427326837,4.293400639771534,38.62031113978382,-30.0,0.4,0,1.4420000000000002,False,False,6.194372788688944,22,59.14794013245511,152.615,in_progress,0.0
41,66.0,7.168537528215447,4.322613477793858,37.55881524192492,0.0,0.7,4,1.8014285714285714,False,False,6.259344603222158,22,59.14794013245511,152.698,in_progress,0.0
41,67.0,7.211037282902737,4.348557982542879,36.303299257537425,30.0,0.4,8,0.001,True,False,6.318425533754139,22,59.14794013245511,152.755,off_track,0.0
42,1.0,6.321156807074873,3.89998531808303,74.75048675691636,-30.0,0.4,0,0.0,False,True,0.23706227345496322,20,59.14794013245511,152.888,prepare,0.0
42,2.0,6.3210800634405135,3.8997777808823755,74.79039643724414,30.0,0.4,8,6.5,False,True,0.2366900714873374,20,59.14794013245511,152.924,in_progress,0.0
42,3.0,6.322916055312397,3.9053339964052016,74.70604191902588,-15.0,1.5,3,8.033333333333333,False,True,0.24656205032005385,20,59.14794013245511,152.98,in_progress,0.0
42,4.0,6.327037893023178,3.9221648846598423,74.78839819790339,0.0,1.9,10,8.95,False,True,0.27585593334021746,20,59.14794013245511,153.086,in_progress,0.0
42,5.0,6.332170899047902,3.9516867910445166,75.47442098797917,0.0,1.9,10,8.95,False,True,0.32634947017507326,20,59.14794013245511,153.157,in_progress,0.0
42,6.0,6.340226844041757,4.000364010989784,76.48380300532331,30.0,0.4,8,6.402,False,True,0.4094329902221361,20,59.14794013245511,153.228,in_progress,0.0
42,7.0,6.343514255873516,4.048388142533795,78.39845053532312,-15.0,0.5,2,8.12,False,True,0.4894262185500167,21,59.14794013245511,153.286,in_progress,0.0
42,8.0,6.343992086331642,4.090879898628408,80.30748025046482,-30.0,0.4,0,6.5,False,True,0.5591737777228656,21,59.14794013245511,153.36,in_progress,0.0
42,9.0,6.3492563768590085,4.1381378832584526,80.92370338428964,30.0,0.4,8,6.402,False,True,0.6387510831369153,21,59.14794013245511,153.419,in_progress,0.0
42,10.0,6.35456404162511,4.169439061146533,80.83699812903164,15.0,1.3,7,8.12,False,True,0.6929450664042534,21,59.14794013245511,153.488,in_progress,0.0
42,11.0,6.361689691465998,4.209881748563033,80.64718985737595,-30.0,0.4,0,6.5,False,True,0.762218603410443,21,59.14794013245511,153.551,in_progress,0.0
42,12.0,6.3703732001105315,4.251716002646544,80.38034014945539,30.0,1.0,9,6.440000000000001,False,True,0.8344059885379035,21,59.14794013245511,153.621,in_progress,0.0
42,13.0,6.377992499326247,4.288423508669095,80.04773785912292,0.0,0.7,4,8.35,False,True,0.8977468565628046,21,59.14794013245511,153.696,in_progress,0.0
42,14.0,6.385948600735246,4.339144072675916,80.24422956982518,30.0,1.0,9,6.440000000000001,False,True,0.9842291362512579,22,59.14794013245511,153.757,in_progress,0.0
42,15.0,6.393141698507403,4.386419010324257,80.37696022032713,15.0,1.3,7,8.12,False,True,1.0647464838426768,22,59.14794013245511,153.821,in_progress,0.0
42,16.0,6.398834502339899,4.444177925436318,81.2285949372217,30.0,1.0,9,6.440000000000001,False,True,1.1618694212097282,22,59.14794013245511,153.891,in_progress,0.0
42,17.0,6.398700544037135,4.517951919862858,83.7476239945551,-30.0,0.4,0,6.5,False,True,1.284372953170629,22,59.14794013245511,153.962,in_progress,0.0
42,18.0,6.395989756035784,4.587342107468094,86.41951900062926,30.0,0.4,8,6.402,False,True,1.3975595880716507,22,59.14794013245511,154.021,in_progress,0.0
42,19.0,6.393102445426582,4.635947162813909,87.80320968321487,30.0,0.4,8,5.602,False,True,1.4764615328388173,23,59.14794013245511,154.086,in_progress,0.0
42,20.0,6.3871099872580865,4.677410170669761,89.60949906640978,-15.0,1.5,3,7.033333333333333,False,True,1.5424100701281667,23,59.14794013245511,154.147,in_progress,0.0
42,21.0,6.373841840553484,4.741666879219916,92.65300409776002,-15.0,0.5,2,7.25,False,True,1.6430792453983796,23,59.14794013245511,154.212,in_progress,0.0
42,22.0,6.366117231599886,4.7868847920734146,94.10711791157875,30.0,0.4,8,5.602,False,True,1.7396644803889942,23,59.14794013245511,154.288,in_progress,0.0
42,23.0,6.3555095288191135,4.835001049566366,95.88835357407817,-15.0,0.5,2,7.5,False,True,1.817691545086063,23,59.14794013245511,154.347,in_progress,0.0
42,24.0,6.34250334865046,4.882359812057793,97.75774869130366,0.0,3.8,5,7.000263157894737,False,True,1.8938815241156122,23,59.14794013245511,154.417,in_progress,0.0
42,25.0,6.3274172720734905,4.941065036090524,99.45581085117907,-30.0,0.4,0,5.696000000000001,False,True,1.9885713543596597,24,59.14794013245511,154.48,in_progress,0.0
42,26.0,6.312395190806008,4.9988422441435505,101.67759685286063,15.0,0.5,6,7.002,False,True,2.081722921655957,24,59.14794013245511,154.552,in_progress,0.0
42,27.0,6.297204017357254,5.054484190843407,102.71484158223173,-15.0,1.5,3,5.62,False,True,2.1712600604680956,24,59.14794013245511,154.628,in_progress,0.0
42,28.0,6.283783478731607,5.1116305944686005,102.75088018151028,-30.0,0.4,0,4.5600000000000005,False,True,2.3414929667844615,24,59.14794013245511,154.683,in_progress,0.0
42,29.0,6.276714186863715,5.174237845551561,101.10125439827272,-15.0,1.5,3,5.533333333333333,False,True,2.447541271943439,24,59.14794013245511,154.75,in_progress,0.0
42,30.0,6.272950044730459,5.237545607729767,99.12067483369225,0.0,0.7,4,5.571428571428571,False,True,2.5546721636687195,25,59.14794013245511,154.823,in_progress,0.0
42,31.0,6.268661475243981,5.305038559195579,97.58939810290616,15.0,1.3,7,6.8,False,True,2.668893799358121,25,59.14794013245511,154.892,in_progress,0.0
42,32.0,6.264761941458654,5.371568475687689,96.41081057720311,30.0,0.4,8,4.402,False,True,2.8700186761643987,25,59.14794013245511,154.909,in_progress,0.0
42,33.0,6.2525480689423985,5.43260390812093,97.57858411624015,-15.0,0.5,2,5.6,False,True,2.9752556084573447,26,59.14794013245511,155.025,in_progress,0.0
42,34.0,6.240387212338635,5.480877857830523,98.92822272262691,0.0,0.7,4,6.2,False,True,3.059315097537199,26,59.14794013245511,155.081,in_progress,0.0
42,35.0,6.2286529161139015,5.527879193359102,99.88258238416988,-15.0,0.5,2,5.62,False,True,3.141123585877603,26,59.14794013245511,155.153,in_progress,0.0
42,36.0,6.219353833343703,5.572604375398308,100.23535848492024,15.0,0.5,6,6.0,False,True,3.345559462151809,26,59.14794013245511,155.206,in_progress,0.0
42,37.0,6.2097094998563716,5.615042782593486,100.8339543380666,15.0,1.3,7,5.538461538461538,False,True,3.41714856369649,26,59.14794013245511,155.295,in_progress,0.0
42,38.0,6.196831448094909,5.658987300045239,101.84848109730609,0.0,0.7,4,5.571428571428571,False,True,3.4934334637456295,27,59.14794013245511,155.366,in_progress,0.0
42,39.0,6.179196881195369,5.711156607851256,103.40705452266806,-15.0,0.5,2,7.002,False,True,3.5857448416241224,27,59.14794013245511,155.42,in_progress,0.0
42,40.0,6.168187059073591,5.757559166885425,103.38167139706813,-30.0,1.0,1,5.6008000000000004,False,True,3.8207361601760024,27,59.14794013245511,155.486,in_progress,0.0
42,41.0,6.164325791673009,5.805714359824288,101.59376052564875,0.0,0.7,4,7.001428571428572,False,True,3.8806375328136604,27,59.14794013245511,155.554,in_progress,0.0
42,42.0,6.161767495728243,5.854311241550186,99.91810638245828,-15.0,1.5,3,7.000666666666667,False,True,3.939422383405727,27,59.14794013245511,155.619,in_progress,0.0
42,43.0,6.160070946365355,5.910949509102739,97.97681453485305,30.0,0.4,8,5.760000000000001,False,True,4.0063348522088535,28,59.14794013245511,155.694,in_progress,0.0
42,44.0,6.158524229107849,5.967094683011236,96.57291389436332,-15.0,1.5,3,8.000666666666667,False,True,4.072496662602018,28,59.14794013245511,155.746,in_progress,0.0
42,45.0,6.1566205788476775,6.022876330899022,95.49237010536172,-30.0,1.0,1,6.4008,False,True,4.1386868472983975,28,59.14794013245511,155.816,in_progress,0.0
42,46.0,6.16077832456381,6.091346623545647,93.06210979047947,30.0,1.0,9,6.4008,False,True,4.211849421280362,28,59.14794013245511,155.875,in_progress,0.0
42,47.0,6.167016034303169,6.175732370536016,90.75169342634908,-15.0,0.5,2,8.002,False,True,4.265506372125105,28,59.14794013245511,155.952,in_progress,0.0
42,48.0,6.170203278212313,6.219072779455277,89.74212903303956,0.0,1.9,10,7.0005263157894735,False,True,4.291289131145884,28,59.14794013245511,156.021,in_progress,0.0
42,49.0,6.174976715228973,6.2867289734926155,88.72175337557772,30.0,0.4,8,5.602,False,True,4.331847221409898,28,59.14794013245511,156.074,in_progress,0.0
42,50.0,6.174095792377518,6.358291306856381,89.21980835667651,-15.0,0.5,2,7.002,False,True,4.383851693102531,28,59.14794013245511,156.143,in_progress,0.0
42,51.0,6.1718396707602245,6.4085218226193925,89.91405212129368,30.0,1.0,9,4.4008,False,True,4.422868932612159,28,59.14794013245511,156.219,in_progress,0.0
42,52.0,6.1681019369508485,6.464099283976599,90.7996153140707,30.0,0.4,8,4.402,False,True,4.467945590386579,28,59.14794013245511,156.291,in_progress,0.0
42,53.0,6.156973436733349,6.516763641326714,93.2226364915908,30.0,1.0,9,4.4008,False,True,4.522308009742754,29,59.14794013245511,156.35,in_progress,0.0
42,54.0,6.136437560750095,6.5767062761960915,97.1489789115469,-15.0,0.5,2,5.502,False,True,4.596265933120399,29,59.14794013245511,156.415,in_progress,0.0
42,55.0,6.117214435529671,6.627168051054527,100.19644614497565,0.0,1.9,10,5.5005263157894735,False,True,4.661497715009505,29,59.14794013245511,156.49,in_progress,0.0
42,56.0,6.095309337927472,6.682681442040299,102.95336096586567,-15.0,0.5,2,5.502,False,True,4.734422893757223,29,59.14794013245511,156.558,in_progress,0.0
42,57.0,6.070114890376596,6.741488366251126,105.51545380998489,0.0,3.8,5,1.8002631578947368,False,False,4.744932005628638,29,59.14794013245511,156.619,in_progress,0.0
42,58.0,6.044591825913903,6.80776908482088,107.09971611972676,-30.0,0.4,0,1.4420000000000002,False,False,4.7727229450271915,29,59.14794013245511,156.686,in_progress,0.0
42,59.0,6.020660573153846,6.869841844043896,109.01886392650596,15.0,0.5,6,1.802,False,False,4.842842086085075,29,59.14794013245511,156.748,in_progress,0.0
42,60.0,5.999007870157663,6.925104709018849,109.71954879040585,15.0,1.3,7,1.800769230769231,False,False,4.905827990868153,29,59.14794013245511,156.821,in_progress,0.0
42,61.0,5.974629894099151,6.98035767145538,110.68050615562393,0.0,0.7,4,1.8014285714285714,False,False,4.973203574053025,29,59.14794013245511,156.889,in_progress,0.0
42,62.0,5.943029356040287,7.045387161610185,112.10634891005513,0.0,0.7,4,0.001,True,False,5.05719180761357,30,59.14794013245511,156.955,off_track,0.0
43,1.0,5.602447700069893,6.317881213707066,162.479566468332,-30.0,0.4,0,0.0,False,True,0.23688825471264718,30,59.14794013245511,157.055,prepare,0.0
43,2.0,5.60254158796478,6.317798090682845,162.51680275041625,-30.0,0.4,0,6.402,False,True,0.2366946332982789,30,59.14794013245511,157.153,in_progress,0.0
